,Institucion,Enfermedad,Year
6897,The University of Liverpool,Diagnostic accuracy,2021
6898,The University of Liverpool,Equine,2021
6899,The University of Liverpool,PPID ,2021
6900,The University of Liverpool,ACTH,2021
6901,The University of Liverpool,Cushing s disease,2021
6902,The University of Liverpool,Diagnostic accuracy,2021
6903,The University of Liverpool,Equine,2021
6904,The University of Liverpool,PPID ,2021
6905,The University of Liverpool,ACTH,2021
6906,The University of Liverpool,Cushing s disease,2021
6907,The University of Liverpool,Diagnostic accuracy,2021
6908,The University of Liverpool,Equine,2021
6909,The University of Liverpool,PPID ,2021
6910,University of Heidelberg,Cancer of unknown primary,2018
6911,University of Heidelberg,Immunohistochemistry,2018
6912,University of Heidelberg,Molecular profiling ,2018
6913,University of Heidelberg,Cancer of unknown primary,2018
6914,University of Heidelberg,Immunohistochemistry,2018
6915,University of Heidelberg,Molecular profiling ,2018
6916,University of Heidelberg,Cancer of unknown primary,2018
6917,University of Heidelberg,Immunohistochemistry,2018
6918,University of Heidelberg,Molecular profiling ,2018
6919,University of Verona,drug therapy,2016
6920,University of Verona,lateral trunk flexion,2016
6921,University of Verona,posture,2016
6922,University of Verona,rehabilitation,2016
6923,University of Verona,surgery ,2016
6924,University of Verona,drug therapy,2016
6925,University of Verona,lateral trunk flexion,2016
6926,University of Verona,posture,2016
6927,University of Verona,rehabilitation,2016
6928,University of Verona,surgery ,2016
6929,University of Verona,drug therapy,2016
6930,University of Verona,lateral trunk flexion,2016
6931,University of Verona,posture,2016
6932,University of Verona,rehabilitation,2016
6933,University of Verona,surgery ,2016
6934,University of Verona,drug therapy,2016
6935,University of Verona,lateral trunk flexion,2016
6936,University of Verona,posture,2016
6937,University of Verona,rehabilitation,2016
6938,University of Verona,surgery ,2016
6939,University of Verona,drug therapy,2016
6940,University of Verona,lateral trunk flexion,2016
6941,University of Verona,posture,2016
6942,University of Verona,rehabilitation,2016
6943,University of Verona,surgery ,2016
6944,University of Messina,drug therapy,2016
6945,University of Messina,lateral trunk flexion,2016
6946,University of Messina,posture,2016
6947,University of Messina,rehabilitation,2016
6948,University of Messina,surgery ,2016
6949,University of Toronto,drug therapy,2016
6950,University of Toronto,lateral trunk flexion,2016
6951,University of Toronto,posture,2016
6952,University of Toronto,rehabilitation,2016
6953,University of Toronto,surgery ,2016
6954,Shahid Beheshti University of Medical Sciences,Hyperthyroidism,2017
6955,Shahid Beheshti University of Medical Sciences,Hypothyroidism,2017
6956,Shahid Beheshti University of Medical Sciences,Iodine Deficiency,2017
6957,Shahid Beheshti University of Medical Sciences,Pregnancy and Thyroid,2017
6958,Shahid Beheshti University of Medical Sciences,Prevention,2017
6959,Shahid Beheshti University of Medical Sciences,Smoking,2017
6960,Shahid Beheshti University of Medical Sciences,Thyroid Cancer,2017
6961,Shahid Beheshti University of Medical Sciences,Thyroid Disease ,2017
6962,Shahid Beheshti University of Medical Sciences,Hyperthyroidism,2017
6963,Shahid Beheshti University of Medical Sciences,Hypothyroidism,2017
6964,Shahid Beheshti University of Medical Sciences,Iodine Deficiency,2017
6965,Shahid Beheshti University of Medical Sciences,Pregnancy and Thyroid,2017
6966,Shahid Beheshti University of Medical Sciences,Prevention,2017
6967,Shahid Beheshti University of Medical Sciences,Smoking,2017
6968,Shahid Beheshti University of Medical Sciences,Thyroid Cancer,2017
6969,Shahid Beheshti University of Medical Sciences,Thyroid Disease ,2017
6970,Shahid Beheshti University of Medical Sciences,Hyperthyroidism,2017
6971,Shahid Beheshti University of Medical Sciences,Hypothyroidism,2017
6972,Shahid Beheshti University of Medical Sciences,Iodine Deficiency,2017
6973,Shahid Beheshti University of Medical Sciences,Pregnancy and Thyroid,2017
6974,Shahid Beheshti University of Medical Sciences,Prevention,2017
6975,Shahid Beheshti University of Medical Sciences,Smoking,2017
6976,Shahid Beheshti University of Medical Sciences,Thyroid Cancer,2017
6977,Shahid Beheshti University of Medical Sciences,Thyroid Disease ,2017
6978,Shahid Beheshti University of Medical Sciences,Hyperthyroidism,2017
6979,Shahid Beheshti University of Medical Sciences,Hypothyroidism,2017
6980,Shahid Beheshti University of Medical Sciences,Iodine Deficiency,2017
6981,Shahid Beheshti University of Medical Sciences,Pregnancy and Thyroid,2017
6982,Shahid Beheshti University of Medical Sciences,Prevention,2017
6983,Shahid Beheshti University of Medical Sciences,Smoking,2017
6984,Shahid Beheshti University of Medical Sciences,Thyroid Cancer,2017
6985,Shahid Beheshti University of Medical Sciences,Thyroid Disease ,2017
6986,Shahid Beheshti University of Medical Sciences,Hyperthyroidism,2017
6987,Shahid Beheshti University of Medical Sciences,Hypothyroidism,2017
6988,Shahid Beheshti University of Medical Sciences,Iodine Deficiency,2017
6989,Shahid Beheshti University of Medical Sciences,Pregnancy and Thyroid,2017
6990,Shahid Beheshti University of Medical Sciences,Prevention,2017
6991,Shahid Beheshti University of Medical Sciences,Smoking,2017
6992,Shahid Beheshti University of Medical Sciences,Thyroid Cancer,2017
6993,Shahid Beheshti University of Medical Sciences,Thyroid Disease ,2017
6994,Italian National Institute of Health,Mentha spp ,2018
6995,Italian National Institute of Health,antibiofilm,2018
6996,Italian National Institute of Health,antifungal,2018
6997,Italian National Institute of Health,antioxidant,2018
6998,Italian National Institute of Health,essential oil,2018
6999,Italian National Institute of Health,toxicity ,2018
7000,Italian National Institute of Health,Mentha spp ,2018
7001,Italian National Institute of Health,antibiofilm,2018
7002,Italian National Institute of Health,antifungal,2018
7003,Italian National Institute of Health,antioxidant,2018
7004,Italian National Institute of Health,essential oil,2018
7005,Italian National Institute of Health,toxicity ,2018
7006,Sapienza University of Rome,Mentha spp ,2018
7007,Sapienza University of Rome,antibiofilm,2018
7008,Sapienza University of Rome,antifungal,2018
7009,Sapienza University of Rome,antioxidant,2018
7010,Sapienza University of Rome,essential oil,2018
7011,Sapienza University of Rome,toxicity ,2018
7012,Università degli Studi di Milano,Chemical composition of food,2020
7013,Università degli Studi di Milano,Dairy product,2020
7014,Università degli Studi di Milano,Food chain,2020
7015,Università degli Studi di Milano,Food quality,2020
7016,Università degli Studi di Milano,Hypo magnesemia,2020
7017,Università degli Studi di Milano,Magnesium,2020
7018,Università degli Studi di Milano,Magnesium bioavailability,2020
7019,Università degli Studi di Milano,Meat,2020
7020,Università degli Studi di Milano,Nutrient availability,2020
7021,Università degli Studi di Milano,Nutrition,2020
7022,Università degli Studi di Milano,Plant products ,2020
7023,Università degli Studi di Milano,Chemical composition of food,2020
7024,Università degli Studi di Milano,Dairy product,2020
7025,Università degli Studi di Milano,Food chain,2020
7026,Università degli Studi di Milano,Food quality,2020
7027,Università degli Studi di Milano,Hypo magnesemia,2020
7028,Università degli Studi di Milano,Magnesium,2020
7029,Università degli Studi di Milano,Magnesium bioavailability,2020
7030,Università degli Studi di Milano,Meat,2020
7031,Università degli Studi di Milano,Nutrient availability,2020
7032,Università degli Studi di Milano,Nutrition,2020
7033,Università degli Studi di Milano,Plant products ,2020
7034,Università degli Studi di Milano,Chemical composition of food,2020
7035,Università degli Studi di Milano,Dairy product,2020
7036,Università degli Studi di Milano,Food chain,2020
7037,Università degli Studi di Milano,Food quality,2020
7038,Università degli Studi di Milano,Hypo magnesemia,2020
7039,Università degli Studi di Milano,Magnesium,2020
7040,Università degli Studi di Milano,Magnesium bioavailability,2020
7041,Università degli Studi di Milano,Meat,2020
7042,Università degli Studi di Milano,Nutrient availability,2020
7043,Università degli Studi di Milano,Nutrition,2020
7044,Università degli Studi di Milano,Plant products ,2020
7045,Università di Bologna,Chemical composition of food,2020
7046,Università di Bologna,Dairy product,2020
7047,Università di Bologna,Food chain,2020
7048,Università di Bologna,Food quality,2020
7049,Università di Bologna,Hypo magnesemia,2020
7050,Università di Bologna,Magnesium,2020
7051,Università di Bologna,Magnesium bioavailability,2020
7052,Università di Bologna,Meat,2020
7053,Università di Bologna,Nutrient availability,2020
7054,Università di Bologna,Nutrition,2020
7055,Università di Bologna,Plant products ,2020
7056,Università degli Studi di Milano,Chemical composition of food,2020
7057,Università degli Studi di Milano,Dairy product,2020
7058,Università degli Studi di Milano,Food chain,2020
7059,Università degli Studi di Milano,Food quality,2020
7060,Università degli Studi di Milano,Hypo magnesemia,2020
7061,Università degli Studi di Milano,Magnesium,2020
7062,Università degli Studi di Milano,Magnesium bioavailability,2020
7063,Università degli Studi di Milano,Meat,2020
7064,Università degli Studi di Milano,Nutrient availability,2020
7065,Università degli Studi di Milano,Nutrition,2020
7066,Università degli Studi di Milano,Plant products ,2020
7067,Università degli Studi di Milano,Chemical composition of food,2020
7068,Università degli Studi di Milano,Dairy product,2020
7069,Università degli Studi di Milano,Food chain,2020
7070,Università degli Studi di Milano,Food quality,2020
7071,Università degli Studi di Milano,Hypo magnesemia,2020
7072,Università degli Studi di Milano,Magnesium,2020
7073,Università degli Studi di Milano,Magnesium bioavailability,2020
7074,Università degli Studi di Milano,Meat,2020
7075,Università degli Studi di Milano,Nutrient availability,2020
7076,Università degli Studi di Milano,Nutrition,2020
7077,Università degli Studi di Milano,Plant products ,2020
7078,Tehran University of Medical Sciences,Clinical Trials,2017
7079,Tehran University of Medical Sciences,Dentistry,2017
7080,Tehran University of Medical Sciences,Multicenter Study,2017
7081,Tehran University of Medical Sciences,Multilevel Analysis ,2017
7082,Tehran University of Medical Sciences,Clinical Trials,2017
7083,Tehran University of Medical Sciences,Dentistry,2017
7084,Tehran University of Medical Sciences,Multicenter Study,2017
7085,Tehran University of Medical Sciences,Multilevel Analysis ,2017
7086,Tehran University of Medical Sciences,Clinical Trials,2017
7087,Tehran University of Medical Sciences,Dentistry,2017
7088,Tehran University of Medical Sciences,Multicenter Study,2017
7089,Tehran University of Medical Sciences,Multilevel Analysis ,2017
7090,Center for Smartlipo and Plastic Surgery,aesthetic medicine,2021
7091,Center for Smartlipo and Plastic Surgery,lipolysis,2021
7092,Center for Smartlipo and Plastic Surgery,noninvasive ,2021
7093,Icahn School of Medicine at Mount Sinai,aesthetic medicine,2021
7094,Icahn School of Medicine at Mount Sinai,lipolysis,2021
7095,Icahn School of Medicine at Mount Sinai,noninvasive ,2021
7096,Gold Skin Care Center,aesthetic medicine,2021
7097,Gold Skin Care Center,lipolysis,2021
7098,Gold Skin Care Center,noninvasive ,2021
7099,Federal University of Rio Grande do Sul,ADHD,2017
7100,Federal University of Rio Grande do Sul,Course,2017
7101,Federal University of Rio Grande do Sul,Development,2017
7102,Federal University of Rio Grande do Sul,Late onset,2017
7103,Federal University of Rio Grande do Sul,Persistence ,2017
7104,Department of Psychiatry and Behavioral Health at the Florida International University,ADHD,2017
7105,Department of Psychiatry and Behavioral Health at the Florida International University,Course,2017
7106,Department of Psychiatry and Behavioral Health at the Florida International University,Development,2017
7107,Department of Psychiatry and Behavioral Health at the Florida International University,Late onset,2017
7108,Department of Psychiatry and Behavioral Health at the Florida International University,Persistence ,2017
7109,University of California,ADHD,2017
7110,University of California,Course,2017
7111,University of California,Development,2017
7112,University of California,Late onset,2017
7113,University of California,Persistence ,2017
7114,Federal University of Rio Grande do Sul,ADHD,2017
7115,Federal University of Rio Grande do Sul,Course,2017
7116,Federal University of Rio Grande do Sul,Development,2017
7117,Federal University of Rio Grande do Sul,Late onset,2017
7118,Federal University of Rio Grande do Sul,Persistence ,2017
7119,Institut,FMD,2020
7120,Institut,early detection,2020
7121,Institut,exclusion testing,2020
7122,Institut,surveillance,2020
7123,Institut,transboundary disease ,2020
7124,Institute of Virology and Immunology,FMD,2020
7125,Institute of Virology and Immunology,early detection,2020
7126,Institute of Virology and Immunology,exclusion testing,2020
7127,Institute of Virology and Immunology,surveillance,2020
7128,Institute of Virology and Immunology,transboundary disease ,2020
7129,The Pirbright Institute,FMD,2020
7130,The Pirbright Institute,early detection,2020
7131,The Pirbright Institute,exclusion testing,2020
7132,The Pirbright Institute,surveillance,2020
7133,The Pirbright Institute,transboundary disease ,2020
7134,Foreign Animal Disease Diagnostic Laboratory,FMD,2020
7135,Foreign Animal Disease Diagnostic Laboratory,early detection,2020
7136,Foreign Animal Disease Diagnostic Laboratory,exclusion testing,2020
7137,Foreign Animal Disease Diagnostic Laboratory,surveillance,2020
7138,Foreign Animal Disease Diagnostic Laboratory,transboundary disease ,2020
7139,Centro Panamericano de Fiebre Aftosa y Salud Pública Veterinaria,FMD,2020
7140,Centro Panamericano de Fiebre Aftosa y Salud Pública Veterinaria,early detection,2020
7141,Centro Panamericano de Fiebre Aftosa y Salud Pública Veterinaria,exclusion testing,2020
7142,Centro Panamericano de Fiebre Aftosa y Salud Pública Veterinaria,surveillance,2020
7143,Centro Panamericano de Fiebre Aftosa y Salud Pública Veterinaria,transboundary disease ,2020
7144,Centro Panamericano de Fiebre Aftosa y Salud Pública Veterinaria,FMD,2020
7145,Centro Panamericano de Fiebre Aftosa y Salud Pública Veterinaria,early detection,2020
7146,Centro Panamericano de Fiebre Aftosa y Salud Pública Veterinaria,exclusion testing,2020
7147,Centro Panamericano de Fiebre Aftosa y Salud Pública Veterinaria,surveillance,2020
7148,Centro Panamericano de Fiebre Aftosa y Salud Pública Veterinaria,transboundary disease ,2020
7149,Centro Panamericano de Fiebre Aftosa y Salud Pública Veterinaria,FMD,2020
7150,Centro Panamericano de Fiebre Aftosa y Salud Pública Veterinaria,early detection,2020
7151,Centro Panamericano de Fiebre Aftosa y Salud Pública Veterinaria,exclusion testing,2020
7152,Centro Panamericano de Fiebre Aftosa y Salud Pública Veterinaria,surveillance,2020
7153,Centro Panamericano de Fiebre Aftosa y Salud Pública Veterinaria,transboundary disease ,2020
7154,Australian Animal Health Laboratory,FMD,2020
7155,Australian Animal Health Laboratory,early detection,2020
7156,Australian Animal Health Laboratory,exclusion testing,2020
7157,Australian Animal Health Laboratory,surveillance,2020
7158,Australian Animal Health Laboratory,transboundary disease ,2020
7159,National Center for Foreign Animal Disease,FMD,2020
7160,National Center for Foreign Animal Disease,early detection,2020
7161,National Center for Foreign Animal Disease,exclusion testing,2020
7162,National Center for Foreign Animal Disease,surveillance,2020
7163,National Center for Foreign Animal Disease,transboundary disease ,2020
7164,Est Créteil University,FMD,2020
7165,Est Créteil University,early detection,2020
7166,Est Créteil University,exclusion testing,2020
7167,Est Créteil University,surveillance,2020
7168,Est Créteil University,transboundary disease ,2020
7169,Service for Exotic Viruses and Particular Diseases,FMD,2020
7170,Service for Exotic Viruses and Particular Diseases,early detection,2020
7171,Service for Exotic Viruses and Particular Diseases,exclusion testing,2020
7172,Service for Exotic Viruses and Particular Diseases,surveillance,2020
7173,Service for Exotic Viruses and Particular Diseases,transboundary disease ,2020
7174,Servicio Nacional de Sanidad,FMD,2020
7175,Servicio Nacional de Sanidad,early detection,2020
7176,Servicio Nacional de Sanidad,exclusion testing,2020
7177,Servicio Nacional de Sanidad,surveillance,2020
7178,Servicio Nacional de Sanidad,transboundary disease ,2020
7179,Private Consultants for Animal Health and Epidemiology,FMD,2020
7180,Private Consultants for Animal Health and Epidemiology,early detection,2020
7181,Private Consultants for Animal Health and Epidemiology,exclusion testing,2020
7182,Private Consultants for Animal Health and Epidemiology,surveillance,2020
7183,Private Consultants for Animal Health and Epidemiology,transboundary disease ,2020
7184,Private Consultants for Animal Health and Epidemiology,FMD,2020
7185,Private Consultants for Animal Health and Epidemiology,early detection,2020
7186,Private Consultants for Animal Health and Epidemiology,exclusion testing,2020
7187,Private Consultants for Animal Health and Epidemiology,surveillance,2020
7188,Private Consultants for Animal Health and Epidemiology,transboundary disease ,2020
7189,Austrian Agency for Health and Food Safety,FMD,2020
7190,Austrian Agency for Health and Food Safety,early detection,2020
7191,Austrian Agency for Health and Food Safety,exclusion testing,2020
7192,Austrian Agency for Health and Food Safety,surveillance,2020
7193,Austrian Agency for Health and Food Safety,transboundary disease ,2020
7194,Service for Exotic Viruses and Particular Diseases,FMD,2020
7195,Service for Exotic Viruses and Particular Diseases,early detection,2020
7196,Service for Exotic Viruses and Particular Diseases,exclusion testing,2020
7197,Service for Exotic Viruses and Particular Diseases,surveillance,2020
7198,Service for Exotic Viruses and Particular Diseases,transboundary disease ,2020
7199,The Pirbright Institute,FMD,2020
7200,The Pirbright Institute,early detection,2020
7201,The Pirbright Institute,exclusion testing,2020
7202,The Pirbright Institute,surveillance,2020
7203,The Pirbright Institute,transboundary disease ,2020
7204,Est Créteil University,FMD,2020
7205,Est Créteil University,early detection,2020
7206,Est Créteil University,exclusion testing,2020
7207,Est Créteil University,surveillance,2020
7208,Est Créteil University,transboundary disease ,2020
7209,Institute of Virology and Immunology,FMD,2020
7210,Institute of Virology and Immunology,early detection,2020
7211,Institute of Virology and Immunology,exclusion testing,2020
7212,Institute of Virology and Immunology,surveillance,2020
7213,Institute of Virology and Immunology,transboundary disease ,2020
7214,Institut,FMD,2020
7215,Institut,early detection,2020
7216,Institut,exclusion testing,2020
7217,Institut,surveillance,2020
7218,Institut,transboundary disease ,2020
7219,University Medical Center Goettingen,Opioid,2017
7220,University Medical Center Goettingen,Oxycodone,2017
7221,University Medical Center Goettingen,Pain,2017
7222,University Medical Center Goettingen,Pathomechanism,2017
7223,University Medical Center Goettingen,Restless legs syndrome,2017
7224,University Medical Center Goettingen,Therapy ,2017
7225,Max Planck Institute of Psychiatry,Opioid,2017
7226,Max Planck Institute of Psychiatry,Oxycodone,2017
7227,Max Planck Institute of Psychiatry,Pain,2017
7228,Max Planck Institute of Psychiatry,Pathomechanism,2017
7229,Max Planck Institute of Psychiatry,Restless legs syndrome,2017
7230,Max Planck Institute of Psychiatry,Therapy ,2017
7231,The University of Sheffield,Opioid,2017
7232,The University of Sheffield,Oxycodone,2017
7233,The University of Sheffield,Pain,2017
7234,The University of Sheffield,Pathomechanism,2017
7235,The University of Sheffield,Restless legs syndrome,2017
7236,The University of Sheffield,Therapy ,2017
7237,Innsbruck Medical University,Opioid,2017
7238,Innsbruck Medical University,Oxycodone,2017
7239,Innsbruck Medical University,Pain,2017
7240,Innsbruck Medical University,Pathomechanism,2017
7241,Innsbruck Medical University,Restless legs syndrome,2017
7242,Innsbruck Medical University,Therapy ,2017
7243,University of Pittsburgh School of Medicine,Antidepressant,2019
7244,University of Pittsburgh School of Medicine,Depression,2019
7245,University of Pittsburgh School of Medicine,Diagnosis,2019
7246,University of Pittsburgh School of Medicine,Medical and neurologic comorbidity,2019
7247,University of Pittsburgh School of Medicine,Older adults,2019
7248,University of Pittsburgh School of Medicine,Prevention of dementia,2019
7249,University of Pittsburgh School of Medicine,Treatment ,2019
7250,Washington University School of Medicine,Antidepressant,2019
7251,Washington University School of Medicine,Depression,2019
7252,Washington University School of Medicine,Diagnosis,2019
7253,Washington University School of Medicine,Medical and neurologic comorbidity,2019
7254,Washington University School of Medicine,Older adults,2019
7255,Washington University School of Medicine,Prevention of dementia,2019
7256,Washington University School of Medicine,Treatment ,2019
7257,University of Toronto,Antidepressant,2019
7258,University of Toronto,Depression,2019
7259,University of Toronto,Diagnosis,2019
7260,University of Toronto,Medical and neurologic comorbidity,2019
7261,University of Toronto,Older adults,2019
7262,University of Toronto,Prevention of dementia,2019
7263,University of Toronto,Treatment ,2019
7264,The University of Queensland,cicatrix,2021
7265,The University of Queensland,review,2021
7266,The University of Queensland,scar,2021
7267,The University of Queensland,tape ,2021
7268,The University of Queensland,cicatrix,2021
7269,The University of Queensland,review,2021
7270,The University of Queensland,scar,2021
7271,The University of Queensland,tape ,2021
7272,Queensland Health,cicatrix,2021
7273,Queensland Health,review,2021
7274,Queensland Health,scar,2021
7275,Queensland Health,tape ,2021
7276,The University of Queensland,cicatrix,2021
7277,The University of Queensland,review,2021
7278,The University of Queensland,scar,2021
7279,The University of Queensland,tape ,2021
7280,The University of Queensland,cicatrix,2021
7281,The University of Queensland,review,2021
7282,The University of Queensland,scar,2021
7283,The University of Queensland,tape ,2021
7284,Faculté de Medicine Paris Descartes,Fetoscopic selective laser coagulation,2017
7285,Faculté de Medicine Paris Descartes,Monochorionic pregnancy,2017
7286,Faculté de Medicine Paris Descartes,Twin anemia polycythemia sequence,2017
7287,Faculté de Medicine Paris Descartes,Twin twin transfusion syndrome ,2017
7288,Faculté de Medicine Paris Descartes,Fetoscopic selective laser coagulation,2017
7289,Faculté de Medicine Paris Descartes,Monochorionic pregnancy,2017
7290,Faculté de Medicine Paris Descartes,Twin anemia polycythemia sequence,2017
7291,Faculté de Medicine Paris Descartes,Twin twin transfusion syndrome ,2017
7292,University Carlo Cattaneo,Systematic Literature Network Analysis,2021
7293,University Carlo Cattaneo,change management,2021
7294,University Carlo Cattaneo,healthcare,2021
7295,University Carlo Cattaneo,literature review,2021
7296,University Carlo Cattaneo,organizational change ,2021
7297,University Carlo Cattaneo,Systematic Literature Network Analysis,2021
7298,University Carlo Cattaneo,change management,2021
7299,University Carlo Cattaneo,healthcare,2021
7300,University Carlo Cattaneo,literature review,2021
7301,University Carlo Cattaneo,organizational change ,2021
7302,Witwatersrand University,Systematic Literature Network Analysis,2021
7303,Witwatersrand University,change management,2021
7304,Witwatersrand University,healthcare,2021
7305,Witwatersrand University,literature review,2021
7306,Witwatersrand University,organizational change ,2021
7307,Stanford University School of Medicine,APT MRI,2017
7308,Stanford University School of Medicine,Biomarkers,2017
7309,Stanford University School of Medicine,LITT,2017
7310,Stanford University School of Medicine,Radiation necrosis,2017
7311,Stanford University School of Medicine,Radiosurgery,2017
7312,Stanford University School of Medicine,VEGF ,2017
7313,University of Utah School of Medicine,APT MRI,2017
7314,University of Utah School of Medicine,Biomarkers,2017
7315,University of Utah School of Medicine,LITT,2017
7316,University of Utah School of Medicine,Radiation necrosis,2017
7317,University of Utah School of Medicine,Radiosurgery,2017
7318,University of Utah School of Medicine,VEGF ,2017
7319,Stanford University School of Medicine,APT MRI,2017
7320,Stanford University School of Medicine,Biomarkers,2017
7321,Stanford University School of Medicine,LITT,2017
7322,Stanford University School of Medicine,Radiation necrosis,2017
7323,Stanford University School of Medicine,Radiosurgery,2017
7324,Stanford University School of Medicine,VEGF ,2017
7325,Chungnam National University,artificial intelligence,2021
7326,Chungnam National University,deep learning,2021
7327,Chungnam National University,field phenotyping,2021
7328,Chungnam National University,high throughput phenotyping,2021
7329,Chungnam National University,image based phenotyping,2021
7330,Chungnam National University,plant phenomics ,2021
7331,A University,artificial intelligence,2021
7332,A University,deep learning,2021
7333,A University,field phenotyping,2021
7334,A University,high throughput phenotyping,2021
7335,A University,image based phenotyping,2021
7336,A University,plant phenomics ,2021
7337,Environmental Microbial and Food Safety Laboratory,artificial intelligence,2021
7338,Environmental Microbial and Food Safety Laboratory,deep learning,2021
7339,Environmental Microbial and Food Safety Laboratory,field phenotyping,2021
7340,Environmental Microbial and Food Safety Laboratory,high throughput phenotyping,2021
7341,Environmental Microbial and Food Safety Laboratory,image based phenotyping,2021
7342,Environmental Microbial and Food Safety Laboratory,plant phenomics ,2021
7343,Environmental Microbial and Food Safety Laboratory,artificial intelligence,2021
7344,Environmental Microbial and Food Safety Laboratory,deep learning,2021
7345,Environmental Microbial and Food Safety Laboratory,field phenotyping,2021
7346,Environmental Microbial and Food Safety Laboratory,high throughput phenotyping,2021
7347,Environmental Microbial and Food Safety Laboratory,image based phenotyping,2021
7348,Environmental Microbial and Food Safety Laboratory,plant phenomics ,2021
7349,Chungnam National University,artificial intelligence,2021
7350,Chungnam National University,deep learning,2021
7351,Chungnam National University,field phenotyping,2021
7352,Chungnam National University,high throughput phenotyping,2021
7353,Chungnam National University,image based phenotyping,2021
7354,Chungnam National University,plant phenomics ,2021
7355,University of Toronto,111In,2019
7356,University of Toronto,Auger electrons,2019
7357,University of Toronto,Cancer treatment,2019
7358,University of Toronto,Clinical studies,2019
7359,University of Toronto,Dosimetry,2019
7360,University of Toronto,Monoclonal antibodies,2019
7361,University of Toronto,Nanoparticles,2019
7362,University of Toronto,Peptides,2019
7363,University of Toronto,Preclinical studies,2019
7364,University of Toronto,Radiolabelling ,2019
7365,University of Toronto,111In,2019
7366,University of Toronto,Auger electrons,2019
7367,University of Toronto,Cancer treatment,2019
7368,University of Toronto,Clinical studies,2019
7369,University of Toronto,Dosimetry,2019
7370,University of Toronto,Monoclonal antibodies,2019
7371,University of Toronto,Nanoparticles,2019
7372,University of Toronto,Peptides,2019
7373,University of Toronto,Preclinical studies,2019
7374,University of Toronto,Radiolabelling ,2019
7375,University of Toronto,111In,2019
7376,University of Toronto,Auger electrons,2019
7377,University of Toronto,Cancer treatment,2019
7378,University of Toronto,Clinical studies,2019
7379,University of Toronto,Dosimetry,2019
7380,University of Toronto,Monoclonal antibodies,2019
7381,University of Toronto,Nanoparticles,2019
7382,University of Toronto,Peptides,2019
7383,University of Toronto,Preclinical studies,2019
7384,University of Toronto,Radiolabelling ,2019
7385,University of Toronto,111In,2019
7386,University of Toronto,Auger electrons,2019
7387,University of Toronto,Cancer treatment,2019
7388,University of Toronto,Clinical studies,2019
7389,University of Toronto,Dosimetry,2019
7390,University of Toronto,Monoclonal antibodies,2019
7391,University of Toronto,Nanoparticles,2019
7392,University of Toronto,Peptides,2019
7393,University of Toronto,Preclinical studies,2019
7394,University of Toronto,Radiolabelling ,2019
7395,Università di Parma,Biomaterials,2020
7396,Università di Parma,Bone regeneration,2020
7397,Università di Parma,Fibronectin,2020
7398,Università di Parma,Regenerative medicine,2020
7399,Università di Parma,Tissue engineering ,2020
7400,Università di Parma,Biomaterials,2020
7401,Università di Parma,Bone regeneration,2020
7402,Università di Parma,Fibronectin,2020
7403,Università di Parma,Regenerative medicine,2020
7404,Università di Parma,Tissue engineering ,2020
7405,Università di Parma,Biomaterials,2020
7406,Università di Parma,Bone regeneration,2020
7407,Università di Parma,Fibronectin,2020
7408,Università di Parma,Regenerative medicine,2020
7409,Università di Parma,Tissue engineering ,2020
7410,Università di Parma,Biomaterials,2020
7411,Università di Parma,Bone regeneration,2020
7412,Università di Parma,Fibronectin,2020
7413,Università di Parma,Regenerative medicine,2020
7414,Università di Parma,Tissue engineering ,2020
7415,Università di Parma,Biomaterials,2020
7416,Università di Parma,Bone regeneration,2020
7417,Università di Parma,Fibronectin,2020
7418,Università di Parma,Regenerative medicine,2020
7419,Università di Parma,Tissue engineering ,2020
7420,Università di Parma,Biomaterials,2020
7421,Università di Parma,Bone regeneration,2020
7422,Università di Parma,Fibronectin,2020
7423,Università di Parma,Regenerative medicine,2020
7424,Università di Parma,Tissue engineering ,2020
7425,University of South Florida Morsani,Angiogenesis,2019
7426,University of South Florida Morsani,cerebral hypoperfusion,2019
7427,University of South Florida Morsani,encephalo myo synangiosis,2019
7428,University of South Florida Morsani,endothelial progenitor cells,2019
7429,University of South Florida Morsani,high mobility group box 1,2019
7430,University of South Florida Morsani,revascularization,2019
7431,University of South Florida Morsani,vascular endothelial growth factor ,2019
7432,Okayama University,Angiogenesis,2019
7433,Okayama University,cerebral hypoperfusion,2019
7434,Okayama University,encephalo myo synangiosis,2019
7435,Okayama University,endothelial progenitor cells,2019
7436,Okayama University,high mobility group box 1,2019
7437,Okayama University,revascularization,2019
7438,Okayama University,vascular endothelial growth factor ,2019
7439,Okayama University,Angiogenesis,2019
7440,Okayama University,cerebral hypoperfusion,2019
7441,Okayama University,encephalo myo synangiosis,2019
7442,Okayama University,endothelial progenitor cells,2019
7443,Okayama University,high mobility group box 1,2019
7444,Okayama University,revascularization,2019
7445,Okayama University,vascular endothelial growth factor ,2019
7446,Okayama University,Angiogenesis,2019
7447,Okayama University,cerebral hypoperfusion,2019
7448,Okayama University,encephalo myo synangiosis,2019
7449,Okayama University,endothelial progenitor cells,2019
7450,Okayama University,high mobility group box 1,2019
7451,Okayama University,revascularization,2019
7452,Okayama University,vascular endothelial growth factor ,2019
7453,Okayama University,Angiogenesis,2019
7454,Okayama University,cerebral hypoperfusion,2019
7455,Okayama University,encephalo myo synangiosis,2019
7456,Okayama University,endothelial progenitor cells,2019
